sentence,word,pos
7,विश्‍वयुद्ध,NN
7,को,PKO
7,रूपरेखा,NN
7,दिंदै,VBO
7,उन,DUM
7,ले,PLE
7,',YQ
7,अलिफ,NN
7,',YQ
7,र,CC
7,',YQ
7,जिम,NN
7,',YQ
7,(,YB
7,अंग्रेजी,JJ
7,र,CC
7,जर्मनी,NNP
7,),YB
7,नामक,JJ
7,देश,NN
7,हरू,HRU
7,ले,PLE
7,लडने,VNE
7,कुरा,NN
7,बताए,VBF
7,को,PKO
7,थियो,VBF
7,।,YF
8,द्वितीय,OD
8,विश्‍वयुद्ध,NN
8,मा,POP
8,वम,NN
8,विस्फोट,NN
8,को,PKO
8,कुरा,NN
8,पनि,RP
8,सत्य,JJ
8,निस्क्यो,VBF
8,।,YF
9,अब,RBO
9,भारत,NNP
9,को,PKO
9,प्रसंग,NN
9,मा,POP
9,बल्ली,NNP
9,साहब,NN
9,ले,PLE
9,लेखे,VBF
9,को,PKO
9,छ,VBF
9,-,YM
10,"""",YQ
10,त्यो,DUM
10,मुलुक,NN
10,मुसलमान,NN
10,को,PKO
10,हात,NN
10,बाट,POP
10,विदेशी,JJ
10,को,PKO
10,हात,NN
10,मा,POP
10,जानेछ,VBF
10,।,YF
11,फेरी,RBM
11,हिन्दू,NN
11,र,CC
11,मुसलमान,NN
11,मिलेर,VBO
11,उन,DUM
11,को,PKO
11,खिलाफ,NN
11,लडाई,NN
11,लडनेछ,VBF
11,।,YF
12,बिदेशी,JJ
12,यहा,RBO
12,बाट,POP
12,फर्कि,VBO
12,जानेछ,VBF
12,तर,CC
12,हिन्दुस्तान,NNP
12,दुई,CD
12,टुक्रा,NN
12,मा,POP
12,बाँडिनेछ,VBF
12,।,YF
13,दुबै,CD
13,देश,NN
13,बन्नेछ,VBF
13,।,YF
14,तथा,CC
14,परस्पर,RBM
14,मा,POP
14,शत्रुता,NN
14,यति,DUM
14,बढि,VBO
14,जानेछ,VBF
14,कि,CS
14,दुबै,CD
14,मा,POP
14,युद्ध,NN
14,को,PKO
14,तनाव,NN
14,तवतक,RBM
14,बनिरहने,VNE
14,छ,VBF
14,जबतक,RBM
14,मुसलमानी,JJ
14,भूभाग,NN
14,पूरा,JJ
14,तवर्,NN
14,ले,PLE
14,पराजित,JJ
14,हुदैन,VBF
14,।,YF
15,मुसलमानी,JJ
15,भू-भाग,NN
15,लाई,PLAI
15,जित्‍ने,VNE
15,भारतीय,JJ
15,सेनापति,NN
15,कुनै,DUM
15,मुसलमान,NN
15,नै,RP
15,हुनेछ,VBF
15,।,YF
16,त्यस,DUM
16,पछि,POP
16,दुबै,CD
16,जाति,NN
16,एक,CD
16,जाति,NN
16,झै,POP
16,मिलिजुली,RBM
16,बस्नेछन्,VBF
16,।,YF
16,"""",YQ
17,फेरि,RBM
17,लेखे,VBF
17,को,PKO
17,छ,VBF
17,-,YM
17,"""",YQ
17,तृतीय,OD
17,विश्वयुद्ध,NN
17,बडो,JJM
17,भयंकर,JJ
17,हुनेछ,VBF
17,।,YF
18,स्वेत,JJ
18,जाति,NN
18,हरु,HRU
18,निकै,RBM
18,कमजोड,JJ
18,हुदै,VBO
18,जानेछ,VBF
18,।,YF
19,भारत,NNP
19,को,PKO
19,अभ्युदय,NN
19,एउ,CD
19,टा,CL
19,सर्वोच्च,JJ
19,शक्ति,NN
19,को,PKO
19,रूप,NN
19,मा,POP
19,हुनेछ,VBF
19,",",YM
19,तर,CC
19,त्यस,DUM
19,को,PKO
19,लागि,POP
19,धेरै,CD
19,कठोर,JJ
19,संघर्ष,NN
19,गर्नु,VBI
19,पर्नेछ,VBF
19,।,YF
20,यसो,RBM
20,हेर्दा,VBO
20,यो,DUM
20,स्थिति,NN
20,कष्‍ट,NN
20,दायक,JJ
20,जस्तो,POP
20,हुन्छ,VBF
20,तर,CC
20,त्यस,DUM
20,देश,NN
20,मा,POP
20,एउ,CD
20,टा,CL
20,',YQ
20,फरिस्ता,NN
20,',YQ
20,(,YB
20,अबतारीपुरूष,NN
20,),YB
20,प्रकट,JJ
20,हुनेछ,VBF
20,जस,DUM
20,ले,PLE
20,हजारौं‌,CD
20,स-साना,JJM
20,मानिस,NN
20,हरू,HRU
20,एकठ्ठा,NN
20,गरेर,VBO
20,तिनी,DUM
20,हरू,HRU
20,मा,POP
20,यतिका,JJ
20,हिम्मत,NN
20,पैदा,NN
20,गरिदिने,VNE
20,छन्,VBF
20,कि,CS
20,ती,DUM
20,स-साना,JJM
20,मानिस,NN
20,हरू,HRU
20,ले,PLE
20,तथाकथित,JJ
20,भौतिकवादी,JJ
20,मानिस,NN
20,हरु,HRU
20,संग,POP
20,भिडि,VBF
20,जाने,VNE
20,छन्,VBF
20,र,CC
20,तिनी,DUM
20,हरु,HRU
20,का,PKO
20,भौतिक-मान्यता,NN
20,हरू,HRU
20,लाई,PLAI
20,मिथ्या,NN
20,सिद्ध,JJ
20,गरि,VBF
20,दिने,VNE
20,छन्,VBF
20,।,YF
21,त्यस,DUM
21,पछि,POP
21,संसार,NN
21,मा,POP
21,सीधा,JJM
21,सादा,JJM
21,सच्चा,JJM
21,मानिस,NN
21,हरू,HRU
21,को,PKO
21,प्रतिष्‍ठा,NN
21,बढ्नेछ,VBF
21,र,CC
21,चारै,CD
21,तिर,POP
21,सुखशान्ति,NN
21,फैलिदै,VBO
21,जानेछ,VBF
21,।,YF
21,"""",YQ
22,२.,CD
22,इमामे,NNP
23,यी,DUM
23,तल,POP
23,का,PKO
23,भबिष्यबाणी,NN
23,हुन्,VBF
23,इमामे,NNP
23,अखिकज्जमा,PKO
23,।,YF
24,यी,DUM
24,प्रसिद्ध,JJ
24,भविष्यवक्ता,NN
24,को,PKO
24,एक,CD
24,एक,CD
24,पंक्ति,NN
24,बाट,POP
24,यो,DUM
24,स्पष्‍ट,JJ
24,हुन्छ,VBF
24,कि,CS
24,सत्य,JJ
24,के,DUM
24,हो,VBF
24,।,YF
25,उहाँ,PP
25,को,PKO
25,भनाई,NN
25,छ,VBF
25,–,YM
26,"""",YQ
26,सत्ययुग,NN
26,को,PKO
26,आरम्भ,NN
26,२५,CD
26,बर्ष,NN
26,भन्दा,POP
26,कम,JJ
26,उमेर,NN
26,का,PKO
26,बालक,NN
26,हरू,HRU
26,बाट,POP
26,हुनेछ,VBF
26,।,YF
27,बुढापाका,NN
27,हरू,HRU
27,रूढिवादी,JJ
27,मान्यता,NN
27,हरू,HRU
27,छाड्न,VBI
27,तैयार,JJ
27,हुँदैन,VBF
27,।,YF
28,तव,RBO
28,भारतवर्ष,NNP
28,मा,POP
28,एउ,CD
28,टा,CL
28,यस्तो,DM
28,सन्त,NNP
28,को,PKO
28,जन्म,NN
28,हुनेछ,VBF
28,जस,DUM
28,ले,PLE
28,सारा,JJ
28,संसार,NN
28,मा,POP
28,विचार,NN
28,क्रान्ति,NN
28,खडा,JJ
28,गरीदिनेछन्,VBF
28,।,YF
29,उस,DUM
29,का,PKO
29,प्रभाव,NN
29,मा,POP
29,सयकडौं,CD
29,मानिस,NN
29,हरू,HRU
29,आउनेछन्,VBF
29,तर,CC
29,ती,DUM
29,मध्ये,POP
29,मूढ,JJ
29,मान्यतावाला,HRU
29,आफू,PPR
29,लाई,PLAI
29,बदल्न,VBI
29,लज्जा,NN
29,अनुभव,NN
29,गर्ने,VNE
29,छन्,VBF
29,।,YF
30,त्यसैले,RBM
30,नयाँ,JJ
30,पिढी,NN
30,ले,PLE
30,नै,RP
30,उन,DUM
30,का,PKO
30,बिचार,NN
30,हरू,HRU
30,लाई,PLAI
30,आत्मसाथ,NN
30,गर्नेछ,VBF
30,र,CC
30,नयाँ,JJ
30,युग,NN
30,को,PKO
30,शुभारम्भ,NN
30,गर्नेछन्,VBF
30,।,YF
31,अनि,CC
31,मानिस,NN
31,हरू,HRU
31,आशावादी,JJ
31,हुन्छन्,VBF
31,।,YF
32,छलकपट,NN
32,",",YM
32,हत्या,NN
32,",",YM
32,लुटपाट,NN
32,को,PKO
32,स्थान,NN
32,प्रेम,NN
32,",",YM
32,दया,NN
32,",",YM
32,त्याग,NN
32,",",YM
32,इमान्दारी,NN
32,",",YM
32,परोपकार,NN
32,",",YM
32,भाईचारा,NN
32,को,PKO
32,भाव,NN
32,ले,PLE
32,ओगट्नेछ,VBF
32,।,YF
33,धर्म,NN
33,को,PKO
33,स्थापना,NN
33,हुनेछ,VBF
33,र,CC
33,अधर्म,NN
33,को,PKO
33,अन्त,NN
33,भई,VBF
33,जाने,VNE
33,छ,VBF
33,।,YF
34,यी,DUM
34,सब,JJ
34,सन्,NN
34,२०००,CD
34,सम्म,POP
34,मा,POP
34,स्पष्‍ट,JJ
34,देख्‍न,VBI
34,मा,POP
34,आउनेछ,VBF
34,।,YF
35,१४वी,OD
35,सदी,NN
35,मा,POP
35,एउ,CD
35,टा,CL
35,',YQ
35,फरिस्ता,NN
35,',YQ
35,आउनेछ,VBF
35,।,YF
36,उस,DUM
36,ले,PLE
36,बचे,VBF
36,का,PKO
36,मानिस,NN
36,हरू,HRU
36,लाई,PLAI
36,सत्य,NN
36,",",YM
36,धर्म,NN
36,र,CC
36,न्याय,NN
36,को,PKO
36,बाटो,NN
36,देखाएर,VBO
36,संसार,NN
36,लाई,PLAI
36,सुखमय,JJ
36,बनाउने,VNE
36,छ,VBF
36,।,YF
36,"""",YQ
37,(,YB
37,अहिले,RBO
37,हिजरी,NN
37,सन्,NN
37,१४११,CD
37,चलिरहेछ,VBF
37,),YB
37,।,YF
38,३.,CD
38,जीन,NNP
38,डिक्सन,NNP
38,-,YM
38,अमेरिका,NNP
39,उन,DUM
39,को,PKO
39,भनाई,NN
39,छ,VBF
39,-,YM
39,एशिया,NNP
39,को,PKO
39,कुनै,DUM
39,देश,NN
39,सम्भवतः,RBM
39,भारतवर्ष,NNP
39,मा,POP
39,एउ,CD
39,टा,CL
39,निम्न,JJ
39,ग्रामीण,JJ
39,परिवार,NN
39,मा,POP
39,एउ,CD
39,टा,CL
39,महान,JJ
39,आत्मा,NN
39,ले,PLE
39,जन्म,NN
39,लिई,VBF
39,सके,VBF
39,को,PKO
39,छ,VBF
39,।,YF
40,उन,DUM
40,ले,PLE
40,एउ,CD
40,टा,CL
40,महान,JJ
40,आध्यात्मिक,JJ
40,क्रान्ति,NN
40,को,PKO
40,सूत्रपात,NN
40,",",YM
40,सञ्चालन,NN
40,र,CC
40,नियन्त्रण,NN
40,गर्नेछन्,VBF
40,।,YF
41,उन,DUM
41,का,PKO
41,पछि,POP
41,हजारौं,CD
41,क्रियाशील,JJ
41,आत्मा,NN
41,हरू,HRU
41,को,PKO
41,शक्ति,NN
41,हुन्छ,VBF
41,जो,DUM
41,संसार,NN
41,को,PKO
41,वर्तमान,JJ
41,विकृत,JJ
41,परिस्थिति,NN
41,लाई,PLAI
41,वदलि,VBF
41,दिनेछन्,VBF
41,।,YF
42,४.,CD
42,श्री,NN
42,गोपीनाथ,NNP
42,शास्त्री,NNP
42,",",YM
42,बरार,NNP
43,"""",YQ
43,भारत,NNP
43,वर्ष,NN
43,मा,POP
43,एउ,CD
43,टा,CL
43,जबरदस्त,JJ
43,बिचार-क्रान्ति,NN
43,उठने,VNE
43,वाला,RP
43,छ,VBF
43,।,YF
44,यस,DUM
44,बिचार,NN
44,क्रान्ति,NN
44,को,PKO
44,फलस्वरूप,RBM
44,-,YM
44,"""",YQ
45,१,CD
45,),YB
45,ईश्वरभक्ति,NN
45,को,PKO
45,रूप,NN
45,माला,NN
45,",",YM
45,जप,NN
45,मा,POP
45,मात्र,RP
45,सीमित,JJ
45,नभई,VBO
45,समाज,NN
45,का,PKO
45,पिछडिए,VBF
45,का,PKO
45,वर्ग,NN
45,को,PKO
45,सेवा,NN
45,को,PKO
45,रूप,NN
45,मा,POP
45,आउनेछ,VBF
45,।,YF
46,२,CD
46,),YB
46,मानिस,NN
46,हरू,HRU
46,मोक्ष,NN
46,को,PKO
46,होइन,VBF
46,सेवा,NN
46,को,PKO
46,कामना,NN
46,गर्दछन्,VBF
46,।,YF
47,३,CD
47,),YB
47,तथाकथित,JJ
47,हीन-हृदय,NN
47,बुद्धिजीवि,NN
47,हरू,HRU
47,लाई,PLAI
47,घृणा,NN
47,को,PKO
47,दृष्‍टि,NN
47,ले,PLE
47,हेर्नेछन्,VBF
47,र,CC
47,भूगर्भ,NN
47,विद्या,NN
47,",",YM
47,रसायन,NN
47,शास्त्र,NN
47,",",YM
47,यन्त्र,NN
47,बिद्या,NN
47,",",YM
47,खनीज,NN
47,धातु,NN
47,",",YM
47,चुम्बक,NN
47,बिद्या,NN
47,आदि,RBM
47,का,PKO
47,नयाँनयाँ,JJ
47,क्षेत्र,NN
47,तिर,POP
47,विज्ञान,NN
47,को,PKO
47,बिस्तार,NN
47,हुनेछ,VBF
47,।,YF
48,४,CD
48,),YB
48,बेहिसाब,JJ
48,फैलिए,VBF
48,का,PKO
48,जाती,NN
48,हरू,HRU
48,चार,CD
48,वर्ग,NN
48,मा,POP
48,नै,RP
48,सीमित,JJ
48,हुनेछन्,VBF
48,।,YF
49,तथा,CC
49,जातिय,JJ
49,संकिर्णता,NN
49,समाप्‍त,JJ
49,हुनेछ,VBF
49,।,YF
50,त्यस,DUM
50,को,PKO
50,प्रभाव,NN
50,केवल,RP
50,खानपान,NN
50,रहनसहन,NN
50,र,CC
50,रीतिरिबाज,NN
50,मा,POP
50,पर्नेछ,VBF
50,।,YF
51,५,CD
51,),YB
51,विधवा,NN
51,विवाह,NN
51,लाई,PLAI
51,शास्त्र,NN
51,बिरूद्ध,NN
51,मानिने,VNE
51,छैन,VBF
51,।,YF
52,६,CD
52,),YB
52,मानिस,NN
52,हरू,HRU
52,सध,JJ
52,शक्ति,NN
52,मा,POP
52,विश्‍वास,NN
52,राख्‍नेछन्,VBF
52,।,YF
53,७,CD
53,),YB
53,नयाँ,JJ
53,मन्दिर,NN
53,बनाउनु,VBI
53,को,PKO
53,बदला,NN
53,भग्नमन्दिर,NN
53,हरू,HRU
53,को,PKO
53,निर्माण,NN
53,पुण्यदायक,JJ
53,मानिनेछ,VBF
53,।,YF
54,८,CD
54,),YB
54,परिवार,NN
54,हरू,HRU
54,मा,POP
54,स्नेह,NN
54,सद्‍भावना,NN
54,बढ्नेछ,VBF
54,।,YF
55,९,CD
55,),YB
55,शिक्षण,NN
55,पद्धति,NN
55,बदल्ने,VNE
55,छ,VBF
55,।,YF
56,यी,DUM
56,शब्द,NN
56,हरू,HRU
56,हुन्,VBF
56,बरार,NNP
56,का,PKO
56,बिद्वान,JJ
56,ज्योतिषी,NN
56,श्री,NN
56,गोपीनाथ,NNP
56,शास्त्री,NNP
56,को,PKO
56,जस,DUM
56,ले,PLE
56,एक,CD
56,दिन,NN
56,दिब्य,JJ
56,दृष्‍टि,NN
56,द्वारा,POP
56,अवलोकन,NN
56,गरे,VBF
56,कि,CS
56,नयाँ,JJ
56,युग,NN
56,का,PKO
56,निर्माता,NN
56,धर्ती,NN
56,मा,POP
56,आईसके,VBF
56,को,PKO
56,छ,VBF
56,।,YF
57,अब,RBO
57,युग,NN
57,परिवर्तन,NN
57,निकट,RBM
57,छ,VBF
57,।,YF
58,उस,DUM
58,ले,PLE
58,सन्,NN
58,१९४५,CD
58,र,CC
58,१९५०,CD
58,को,PKO
58,बीच,POP
58,मा,POP
58,भारतवर्ष,NNP
58,स्वतन्त्र,JJ
58,हुनेछ,VBF
58,भनी,VBO
58,भने,VBF
58,को,PKO
58,यथार्थ,NN
58,सिद्ध,JJ
58,भयो,VBF
58,।,YF
59,उन,DUM
59,ले,PLE
59,गान्धीजी,NNP
59,को,PKO
59,मृत्यु,NN
59,को,PKO
59,बारे,POP
59,मा,POP
59,पनि,RP
59,१०,CD
59,वर्ष,NN
59,अगावै,RBM
59,भने,VBF
59,का,PKO
59,थिए,VBF
59,।,YF
60,सन्,NN
60,१९७०,CD
60,मा,POP
60,अमेरिका,NNP
60,का,PKO
60,कुनै,DUM
60,मानिस,NN
60,चन्द्रमा,NN
60,को,PKO
60,परिक्रमा,NN
60,गर्नेछ,VBF
60,भनेर,VBO
60,पनि,RP
60,भने,VBF
60,को,PKO
60,थियो,VBF
60,।,YF
61,चीन,NNP
61,द्वारा,POP
61,आक्रमण,NN
61,हुनेछ,VBF
61,भन्‍ने,VNE
61,वाणी,NN
61,पनि,RP
61,सत्य,JJ
61,नै,RP
61,निस्क्यो,VBF
61,।,YF
62,जसै,RBM
62,उन,DUM
62,लाई,PLAI
62,अलौकिक,JJ
62,अनुभूति,NN
62,भयो,VBF
62,तुरून्तै,RBM
62,समय,NN
62,कुण्डली,NN
62,बनाए,VBF
62,।,YF
63,त्यस,DUM
63,पछि,POP
63,नक्षत्र,NN
63,ग्रह,NN
63,हरू,HRU
63,को,PKO
63,अध्यन,NN
63,गर्दै,VBO
63,माथि,POP
63,का,PKO
63,भविष्यवाणी,NN
63,गरे,VBF
63,का,PKO
63,थिए,VBF
63,।,YF
64,५.,CD
64,गेरार्ड,NNP
64,क्राइसे,NNP
64,–,YM
64,हल्याण्ड,NNP
65,एउ,CD
65,टा,CL
65,महत्वपूर्ण,JJ
65,घटना,NN
65,गेरार्ड,NNP
65,क्राईसे,NNP
65,को,PKO
65,जीवन,NN
65,मा,POP
65,१३,CD
65,सितम्बर,NN
65,१९६०,CD
65,का,PKO
65,दिन,NN
65,घटे,VBF
65,को,PKO
65,थियो,VBF
65,।,YF
66,जव,RBO
66,एउ,CD
66,टा,CL
66,पादरी,NN
66,उ,DUM
66,संग,POP
66,भेट,NN
66,गर्न,VBI
66,आए,VBF
66,को,PKO
66,थियो,VBF
66,।,YF
67,पादरी,NN
67,ले,PLE
67,एउ,CD
67,ढा,CL
67,केटो,NN
67,हराए,VBF
67,को,PKO
67,बारे,POP
67,मा,POP
67,सोध्न,VBI
67,आए,VBF
67,को,PKO
67,थियो,VBF
67,।,YF
68,क्राइसे,NNP
68,कहाँ,POP
68,यस्तो,DM
68,बराबर,RBM
68,भईरहन्थ्यो,VBF
68,।,YF
69,क्राइसे,NNP
69,बताउदै,VBO
69,जान्छ,VBF
69,-,YM
69,त्यो,DUM
69,बालक,NN
69,जङ्गल,NN
69,को,PKO
69,बाटो,NN
69,भई,VBO
69,साइकल,NN
69,चढी,VBO
69,खुव,RBM
69,तेजी,RBM
69,साथ,POP
69,गईरहेछ,VBF
69,यति,DUM
69,भन्दै,VBO
69,उनी,DUM
69,एकाएक,RBM
69,चूप,JJ
69,लागे,VBF
69,।,YF
70,मानौं,VBF
70,उनी,DUM
70,कुनै,DUM
70,विचार,NN
70,मा,POP
70,डुवे,VBF
70,को,PKO
70,जस्तो,POP
70,भान,NN
70,पर्थ्यो,VBF
70,।,YF
71,एकछिन,RBM
71,पछि,POP
71,पादरी,NN
71,ले,PLE
71,सोधे,VBF
71,-,YM
71,तपाई,PP
71,किन,RBO
71,चुप,NN
71,लाग्नु,VBI
71,भयो,VBF
71,?,YF
72,अरू,DUM
72,वताउनुस्,VBF
72,।,YF
73,क्राईसे,NNP
73,ले,PLE
73,लामो,JJM
73,सास,NN
73,लिई,VBO
73,भन्दछ,VBF
73,-,YM
73,अब,RBO
73,वताउने,VNE
73,कुरो,NN
73,केही,CD
73,रहेन,VBF
73,।,YF
74,एउ,CD
74,टा,CL
74,अग्लो,JJM
74,हट्ठाकठ्ठा,JJ
74,मानिस,NN
74,जस,DUM
74,को,PKO
74,रौं,NN
74,बिल्कुल,JJ
74,कालो,JJM
74,छ,VBF
74,",",YM
74,त्यस,DUM
74,लड्का,NN
74,को,PKO
74,पिछा,NN
74,गरिरहे,VBF
74,को,PKO
74,थियो,VBF
74,अलि,RBM
74,टाढा,RBM
74,पुगे,VBF
74,पछि,POP
74,त्यस,DUM
74,ले,PLE
74,त्यो,DUM
74,लडका,NN
74,लाई,PLAI
74,मारेर,VBO
74,त्यहीँ,RBO
74,पुरी,VBF
74,दियो,VBF
74,।,YF
75,त्यस,DUM
75,ठाउँ,NN
75,को,PKO
75,पुरा,JJ
75,हुलिया,NN
75,लिएर,VBO
75,पादरी,NN
75,केही,CD
75,अरू,DUM
75,सहयोगी,JJ
75,साथ,POP
75,त्यहाँ,RBO
75,पुग्यो,VBF
75,।,YF
76,क्राइसे,NNP
76,ले,PLE
76,जस्तो,DM
76,बतायो,VBF
76,ठीक,JJ
76,ठीक,JJ
76,पायो,VBF
76,।,YF
77,क्राइसे,NNP
77,ले,PLE
77,दिए,VBF
77,को,PKO
77,विबरण,NN
77,र,CC
77,पोष्‍टमार्टम,NN
77,को,PKO
77,रिपोर्ट,NN
77,मा,POP
77,कुनै,DUM
77,अन्तर,JJ
77,थिएन,VBF
77,।,YF
78,उन,DUM
78,को,PKO
78,जीवन,NN
78,मा,POP
78,यस्ता,DM
78,घटना,NN
78,हरू,HRU
78,अनेक,JJ
78,छन्,VBF
78,।,YF
79,क्राईसे,NNP
79,ले,PLE
79,यस,DUM
79,शताव्दी,NN
79,भित्र,POP
79,विश्‍व,NN
79,मा,POP
79,घट्ने,VNE
79,एउ,CD
79,टा,CL
79,महत्वपूर्ण,JJ
79,प्रसंग,NN
79,लिएर,VBO
79,यसरी,RBO
79,बताए,VBF
79,का,PKO
79,छन्,VBF
79,–,YM
80,"""",YQ
80,म,PP
80,देखिरहेछु,VBF
80,पूर्व,NN
80,को,PKO
80,एउ,CD
80,टा,CL
80,अति,RBM
80,प्राचीन,JJ
80,(,YB
80,संभवतः,RBM
80,भारत,NNP
80,),YB
80,देश,NN
80,जहाँ,RBO
80,साधु,NN
80,र,CC
80,सर्प,NN
80,को,PKO
80,पूजा,NN
80,हुन्छ,VBF
80,",",YM
80,त्यहा,RBO
80,का,PKO
80,मानिस,NN
80,हरू,HRU
80,मासु,NN
80,खादैनन्,VBF
80,र,CC
80,ईश्‍वर,NN
80,भक्त,NN
80,र,CC
80,श्रद्धालु,JJ
80,हुन्छन्,VBF
80,",",YM
80,वहाँ,RBO
80,का,PKO
80,स्त्री,NN
80,हरू,HRU
80,पतिव्रता,NN
80,र,CC
80,कहिले,RBO
80,पनि,RP
80,आफ्नो,PPR
80,पति,NN
80,लाई,PLAI
80,पारपाचुके,NN
80,दिने,VNE
80,हुँदैनन्,VBF
80,",",YM
80,त्यहा,RBO
80,का,PKO
80,मानिस,NN
80,हरू,HRU
80,सीधा,JJM
80,र,CC
80,ईमान्दार,JJ
80,हुन्छन्,VBF
80,-,YM
80,त्यस,DUM
80,देश,NN
80,बाट,POP
80,प्रकाश,NN
80,पुञ्‍ज,NN
80,उठ्दै,VBO
80,आईरहे,VBF
80,को,PKO
80,छ,VBF
80,।,YF
81,त्यहाँ,RBO
81,कुनै,DUM
81,यस्तो,DM
81,महापुरूष,NN
81,को,PKO
81,जन्म,NN
81,भए,VBF
81,को,PKO
81,छ,VBF
81,",",YM
81,जस,DUM
81,ले,PLE
81,सारा,JJ
81,विश्व,NN
81,को,PKO
81,लागि,POP
81,कल्याण,NN
81,हुने,VNE
81,योजना,NN
81,बनाउने,VNE
81,छ,VBF
81,।,YF
82,यस,DUM
82,बीच,POP
82,संसार,NN
82,मा,POP
82,भारी,JJ
82,उथलपुथल,NN
82,हुनेछ,VBF
82,",",YM
82,भयंकर,JJ
82,युद्ध,NN
82,छिड्नेछ,VBF
82,",",YM
82,जस,DUM
82,मा,POP
82,कुनै,DUM
82,कुनै,DUM
82,देश,NN
82,को,PKO
82,त,RP
82,नाम,NN
82,निशाना,NN
82,नै,RP
82,रहने,VNE
82,छैन,VBF
82,।,YF
83,हवाई,NN
83,दुर्घटना,NN
83,पनि,RP
83,धेरै,CD
83,हुन्छ,VBF
83,कि,CS
83,कमै,JJ
83,मानिस,NN
83,हवाई,NN
83,जहाज,NN
83,बाट,POP
83,सफर,NN
83,गर्ने,VNE
83,हुन्छन्,VBF
83,।,YF
84,त्यस,DUM
84,व्यक्ति,NN
84,को,PKO
84,पछाडि,POP
84,असंख्य,JJ
84,मानिस,NN
84,हरू,HRU
84,हिडिरहे,VBF
84,का,PKO
84,छन्,VBF
84,जस,DUM
84,मा,POP
84,स्त्री,NN
84,वर्ग,NN
84,नै,RP
84,धेरै,CD
84,संख्या,NN
84,मा,POP
84,देख्छु,VBF
84,।,YF
85,तिनी,DUM
85,हरू,HRU
85,पनि,RP
85,एक,CD
85,ठाउँ,NN
85,को,PKO
85,नभई,VBO
85,सारा,JJ
85,देश,NN
85,हरू,HRU
85,बाट,POP
85,आई,VBO
85,जम्मा,NN
85,भए,VBF
85,का,PKO
85,छन्,VBF
85,।,YF
86,सुगन्धित,JJ
86,वस्तु,NN
86,हरू,HRU
86,जलाएर,VBO
86,प्रशन्न,JJ
86,हुन्छन्,VBF
86,।,YF
87,तमाम,JJ
87,संसार,NN
87,का,PKO
87,मानिस,NN
87,हरू,HRU
87,उस,DUM
87,तर्फ,POP
87,नजर,NN
87,लगाउने,VNE
87,छन्,VBF
87,र,CC
87,उस,DUM
87,को,PKO
87,कुरा,NN
87,मान्‍नेछन्,VBF
87,।,YF
88,तमाम,JJ
88,राजनैतिक,JJ
88,नेता,NN
88,हरू,HRU
88,एक,CD
88,मञ्‍च,NN
88,मा,POP
88,एकठ्ठा,JJ
88,हुन,VBI
88,को,PKO
88,लागि,POP
88,विवश,JJ
88,हुनेछन्,VBF
88,।,YF
89,यी,DUM
89,सब,JJ
89,कुरा,NN
89,हरू,HRU
89,को,PKO
89,प्रमाण,NN
89,यसै,DUM
89,शताब्दी,NN
89,को,PKO
89,अन्त,NN
89,सम्म,POP
89,मा,POP
89,मिल्न,VBI
89,थाल्नेछ,VBF
89,।,YF
90,अनि,CC
90,सारा,JJ
90,संसार,NN
90,एक,CD
90,सूत्र,NN
