sentence,word,pos
11, कुरा,NN
11,हरू,HRU
11,मध्ये,POP
11, मध्यम-व्यवस्थापन,NN
11, कार्यकारिणी,NN
11,हरू,HRU
11,लाई,PLAI
11, आफ्ना,PPR
11, कम्पनी,NN
11,को,PKO
11, सेयर,NN
11,हरू,HRU
11,को,PKO
11, व्यापार,NN
11,बारे,POP
11, प्रतिवेदन,NN
11, पेश,NN
11, गर्न,VBI
11,बाट,POP
11,  छुटकारा,NN
11, दिन्छ,VBF
11, ।,YF
12,प्रस्तावित,JJ
12, परिवर्तन,NN
12,ले,PLE
12, कार्यकारिणी,NN
12,हरू,HRU
12,लाई,PLAI
12, विकल्प,NN
12,हरू,HRU
12,को,PKO
12, अभ्यास,NN
12,को,PKO
12, प्रतिवेदन,NN
12, पछि,POP
12, र,CC
12, यदाकदा,RBO
12, मात्र,RP
12, पेश,NN
12, गर्ने,VBNE
12, अनुमति,NN
12, पनि,RP
12, दिन्छ,VBF
12, ।,YF
13,धेरैजसो,JJ
13, पत्र,NN
13,हरू,HRU
13,ले,PLE
13, के,QW
13, देखाउँछ,VBF
13, भने,VBNE
13, लगानीकर्ता,NN
13,हरू,HRU
13,को,PKO
13, आत्मविश्‍‌वास,NN
13, १९८७,CD
13, को,PKO
13, स्टक,JJ
13, बजार,NN
13, गिरावट,NN
13,ले,PLE
13, गर्दा,VBO
13, यसरी,RBM
13, हल्लाएको,VBKO
13, छ,VBX
13, --,YM
13, र,CC
13, बजार,NN
13, साना,JJ
13, व्यापारी,NN
13,हरू,HRU
13,को,PKO
13, लागि,POP
13, यति,RBO
13, प्रतिकूल,JJ
13, भइसकेको,VBKO
13, छ,VBX
13, --,YM
13, कि,CS
13, आन्तरिक,JJ
13, व्यापार,NN
13, ढाँचा,NN
13,को,PKO
13, सूचना,NN
13,मा,POP
13,आउने,VBNE
13, कुनै,DUM
13, गिरावट,NN
13,ले,PLE
13, व्यक्ति,NN
13,हरू,HRU
13,लाई,PLAI
13, धितोपत्र,NN
13,को,PKO
13, व्यवसाय,NN
13,बाट,POP
13,  सदा,RBO
13,को,PKO
13, लागि,POP
13, बाहिर,POP
13, पुर्याइदिन,VBI
13, सक्छ,VBF
13, ।,YF
14,अगस्ट,NNP
14, १७,CD
14, मा,POP
14, परिवर्तन,NN
14,हरू,HRU
14, प्रस्ताव,NN
14, भए,VBO
14,देखि,POP
14, एजेन्सी,NN
14,ले,PLE
14, प्राप्त,JJ
14, गरेका,VBKO
14, आफ्ना,PPR
14, ९२,CD
14, पत्र,NN
14,हरू,HRU
14,मध्ये,POP
14, एउटा,CL
14,मा,POP
14, विन्नेट्,NNP
14,का,PKO
14,",",YM
14, इलिनोइ,NNP
14,का,PKO
14, क्लाइड,NNP
14, एस.,FB
14, म्याकग्रिगर,NNP
14,ले,PLE
14, लेख्नुभयो,VBX
14,",",YM
14, ``,YQ
14, धितोपत्र,NN
14, तथा,CC
14, विनिमय,JJ
14, आयोग,NN
14,ले,PLE
14, उत्कृष्ट,JJ
14, स्तर,NN
14,को,PKO
14, इमान्दारिता,NN
14, ऐतिहासिक,JJ
14, रूप,NN
14,मा,POP
14,देखाइसकेको,VBKO
14, छ,VBX
14, ।,YF
14, ‘‘,YQ
15,``,YQ
15, प्रष्टत:,RBO
15, आयोग,NN
15,ले,PLE
15, यो,DUM
15, अवधारणा,NN
15,मा,POP
15, साँच्चिकै,RBO
15, विश्‍‌वास,NN
15, गरेन,VBF
15, ।,YF
16,अहिले,RBO
16," ,",YM
16, कानुन,NN
16,ले,PLE
16, कार्यकारिणी,NN
16," ,",YM
16, निर्देशक,NN
16, र,CC
16, अन्य,DUM
16, संगठित,JJ
16, सदस्य,NN
16,हरू,HRU
16,लाई,PLAI
16, तिनी,PP
16,हरू,HRU
16,को,PKO
16, कम्पनी,NN
16,को,PKO
16, शेयर,NN
16, खरिदबिक्री,NN
16, कारोबार,NN
16, भएको,VBKO
16, एक,CD
16, महिना,NN
16,भित्र,POP
16, जानकारी,NN
16, गराउन,VBI
16, दवाव,NN
16, दिएको,VBKO
16, छ,VBX
16, ।,YF
17,तर,CC
17, धितोपत्र,NN
17, तथा,CC
17, विनिमय,JJ
17, आयोग,NN
17,को,PKO
17, आँकडा,NN
17,अनुसार,POP
17, २५,CD
17, %,SYM
17, सदस्य,NN
17,हरू,HRU
17,ले,PLE
17, आफ्नो,PPR
17, प्रतिवेदन,NN
17, ढिलो,JJM
17, पेश,NN
17, गर्दछन्,VBF
17, ।,YF
18,परिवर्तन,NN
18,को,PKO
18, प्रस्तावना,NN
18, गर्ने,VBNE
18, धितोपत्र,NN
18, तथा,CC
18, विनिमय,JJ
18, आयोग,NN
18,को,PKO
18, प्रकाशन,NN
18, नीति,NN
18,को,PKO
18, कार्यालय,NN
18,का,PKO
18, विशेष,JJ
18, सल्लाहकार,NN
18, ब्रिआन,NNP
18, लेन,NNP
18,ले,PLE
18, भन्नुभयो,VBX
18,",",YM
18, यो,DUM
18, परिवर्तन,NN
18, संघीय,JJ
18, कर्मचारीतन्त्र,NN
18,लाई,PLAI
18, सरलीकृत,JJ
18, गर्ने,VBNE
18, र,CC
18, इमान्दारिता,NN
18,लाई,PLAI
18, माथि,RBO
18, उठाउने,VBNE
18, प्रयास,NN
18, स्वरुप,NN
18, ``,YQ
18, सङ्गठन,NN
18,माथि,POP
18, वास्तविक,JJ
18, नियन्त्रण,NN
18, रहेका,VBKO
18, ‘‘,YQ
18, कार्यकारिणी,NN
18,हरू,HRU
18,द्वारा,POP
18, प्रस्तावित,JJ
18, गरिएको,VBKO
18, हो,VBX
18, ।,YF
19,लगानीकर्ता,NN
19," ,",YM
19, मुद्रा,NN
19, प्रबन्धक,NN
19, र,CC
19, संगठित,JJ
19, निकाय,NN
19,का,PKO
19, अधिकारी,NN
19,हरू,HRU
19,ले,PLE
19, प्रस्ताव,NN
19,मा,POP
19, आज,RBO
19,सम्म,POP
19, टिप्पणी,NN
19, गरिसक्नु,VBI
19, पर्ने,VBNE
19, थियो,VBX
19," ,",YM
19, र,CC
19, सम्झे,VBO
19,सम्म,POP
19, अरू,DUM
19, कुनै,DUM
19, विषय,NN
19,ले,PLE
19, भन्दा,VBO
19, यो,DUM
19, विषय,NN
19,ले,PLE
19, बढी,JJ
19, प्रतिक्रिया,NN
19, पैदा,JJ
19, गरेको,VBKO
19, छ,VBX
19," ,",YM
19, श्री,NN
19, लेन,NNP
19,ले,PLE
19, भन्नुभयो,VBX
19,।,YF
20,धितोपत्र,NN
20, तथा,CC
20, विनिमय,JJ
20, आयोग,NN
20,ले,PLE
20, प्रस्ताव,NN
20,मा,POP
20, सम्भवत:,RBO
20, आगामी,JJ
20, वर्ष,NN
20,को,PKO
20, सुरु,NN
20,तिर,POP
20, मतदान,NN
20, गर्नेछ,VBF
20," ,",YM
20, उहाँ,PP
20,ले,PLE
20, भन्नुभयो,VBX
20,।,YF
21,ज-जस,CS
21,ले,PLE
21, लेखे,VBF
21, ती,DUM
21, सबै,JJ
21, परिवर्तन,NN
21,को,PKO
21, विरोध,NN
21, गर्ने,VBNE
21, चाहीँ,RP
21, होइनन्,VBX
21, ।,YF
22,उदाहरण,NN
22,को,PKO
22, लागि,POP
22," ,",YM
22, अमेरिकन,NNP
22, बार,NN
22, एसोसियसन,NN
22,को,PKO
22, लागि,POP
22, धितोपत्र,NN
22, संघीय,JJ
22, नियमन,NN
22, समिति,NN
22,ले,PLE
22, धितोपत्र,NN
22, तथा,CC
22, विनिमय,JJ
22, आयोग,NN
22,लाई,PLAI
22, लेखेको,VBKO
22, लामो,JJM
22, पत्र,NN
22,मा,POP
22, प्रस्तावित,JJ
22, परिवर्तन,NN
22,ले,PLE
22, ``,YQ
22, समकालीन,JJ
22, व्यावसायीक,JJ
22, वास्तविकता,NN
22,सँग,POP
22,  नजिक,RBO
22,बाट,POP
22,  आत्मसात,JJ
22, गराएर,VBO
22, --,YM
22, कानुन,NN
22,लाई,PLAI
22, --,YM
22, उल्लेखनीय,JJ
22, रूप,NN
22,मा,POP
22, सुधार,NN
22, गर्नेछ,VBF
22, भनेर,VBO
22, तर्क,NN
22, गरेको,VBKO
22, छ,VBX
22, ।,YF
22, ‘‘,YQ
23,प्रस्तावित,JJ
23, परिवर्तन,NN
23,को,PKO
23, विरोध,NN
23, गर्ने,VBNE
23, लगानीकर्ता,NN
23,हरू,HRU
23,ले,PLE
23, सब,JJ
23,भन्दा,VBO
23, बढी,JJ
23, आपत्ति,NN
23, जनाउने,VBNE
23, कुरा,NN
23, एक,CD
23,भन्दा,VBO
23, बढी,JJ
23, अधिकृत,NN
23, वा,CC
23, निर्देशक,NN
23,ले,PLE
23, छोटो,JJM
23, अवधि,NN
23,को,PKO
23, समय,NN
23,भित्र,POP
23, गर्ने,VBNE
23, खरिद,NN
23, वा,CC
23, बिक्री,NN
23, जस्ता,JJM
23, व्यापारिक,JJ
23, क्रियाकलाप,NN
23,को,PKO
23, सुषुप्त,JJ
23, ``,YQ
23, समूह,NN
23,हरू,HRU
23, ‘‘,YQ
23, को,PKO
23, पहिचान,NN
23, गर्न,VBI
23, सक्ने,VBNE
23, तिनी,PP
23,हरू,HRU
23,को,PKO
23, क्षमता,NN
23,मा,POP
23,प्रस्ताव,NN
23,ले,PLE
23, पार्ने,VBNE
23, तिनी,PP
23,हरू,HRU
23,ले,PLE
23, भन्ने,VBO
23, गरेको,VBKO
23, प्रभाव,NN
23, नै,RP
23, हो,VBX
23, ।,YF
24,केही,DUM
24, अनुमान,NN
24,अनुसार,POP
24, परिवर्तित,JJ
24, नियम,NN
24,ले,PLE
24, सदस्य,NN
24,हरू,HRU
24,को,PKO
24, प्रतिवेदन,NN
24, एक,CD
24, तिहाई,NN
24,ले,PLE
24, कटौति,NN
24, गर्नेछ,VBF
24, ।,YF
25,धितोपत्र,NN
25, तथा,CC
25, विनिमय,NN
25, आयोग,NN
25,का,PKO
25, श्री,NN
25, लेन,NNP
25,ले,PLE
25, ती,DUM
25, अनुमान,NN
25,हरू,HRU
25,को,PKO
25, जोडदार,JJ
25, खन्डन,NN
25, गर्नुभयो,VBX
25,।,YF
26,ती,DUM
26, नियम,NN
26,ले,PLE
26, प्रतिवेदन,NN
26, नीति-निर्माण,NN
26, विभाजन,NN
26,लाई,PLAI
26, हटाउनेछ,VBF
26," ,",YM
26, जस्तै,RBO
26, बिक्री,NN
26,",",YM
26, बजारीकरण,NN
26,",",YM
26, वित्त,NN
26, तथा,CC
26, अनुसन्धान,NN
26, र,CC
26, विकास,NN
26,",",YM
26, श्री,NN
26, लेन,NNP
26,ले,PLE
26, भन्नुभयो,VBX
26,।,YF
27,प्रस्तावित,JJ
27, नियम,NN
27, प्रतिवेदन,NN
27, अझै,RBO
27, पेश,NN
27, गर्नु,VBI
27, पर्ने,VBNE
27, सदस्य,NN
27,हरू,HRU
27,का,PKO
27, लागि,POP
27, पनि,RP
27, ज्यादा,JJ
27, जटील,JJ
27, हुनेछ,VBF
27," ,",YM
27, उहाँ,PP
27,ले,PLE
27, भन्नुभयो,VBX
27,।,YF
28,वार्षिक,JJ
28, अधिकृत,NN
28, विवरण,NN
28,मा,POP
28,समय,NN
28,मै,POP
28, प्रतिवेदन,NN
28,हरू,HRU
28, पेश,NN
28, गर्न,VBI
28, असफल,JJ
28, सदस्य,NN
28,हरू,HRU
28,को,PKO
28, नाम,NN
28, प्रकाशन,NN
28, गर्न,VBI
28, कम्पनी,NN
28,हरू,HRU
28, बाध्य,JJ
28, हुनेछन्,VBF
28, ।,YF
29,श्री,NN
29, लेन,NNP
29,ले,PLE
29, भन्नुभयो,VBX
29,",",YM
29, समग्र,NN
29,मा,POP
29, विचार,NN
29, गर्दा,VBO
29, प्रस्तावित,JJ
29, नियम,NN
29, अन्तर्गत,JJ
29, आवश्यक,JJ
29, प्रतिवेदन,NN
29, ``,YQ
29, कारोबार,NN
29,को,PKO
29, पालना,NN
29, गर्ने,VBNE
29, लगानीकर्ता,NN
29,हरू,HRU
29,को,PKO
29, लागि,POP
29, त्यस्तो,JJM
29, धेरै,JJ
29, केही,DUM
29, नभए,VBO
29, पनि,RP
29, कम्ति,JJ
29,मा,POP
29, प्रभावकारी,JJ
29, चाहीँ,RP
29, हुनेछ,VBF
29, ।,YF
29, ‘‘,YQ
30,तर,CC
30, आन्तरिक-व्यापार,NN
30, डेटा,NN
30, प्याकेजिङ,NN
30, तथा,CC
30, बिक्री,NN
30, गर्ने,VBNE
30, उत्तर,NN
30, मियमी,NNP
30," ,",YM
30, फ्लोरिडा,NNP
30,को,PKO
30, एउटा,CL
30, कम्पनी,NN
30, इन्भेस्ट-नेट,NN
30,का,PKO
30, अध्यक,NNP
30, रोबर्ट,NNP
30, गाबेल,NNP
30,ले,PLE
30, प्रस्ताव,NN
30, यस्तो,DM
30, अस्पष्ट,JJ
30, रूप,NN
30,ले,PLE
30, लेखिएको,VBKO
30, छ,VBX
30, कि,CS
30, मुख्य,JJ
30, अधिकारी,NN
30,हरू,HRU
30, प्रतिवेदन,NN
30, पेश,NN
30, गर्न,VBI
30, असफल,JJ
30, हुन,VBI
30, सक्तछन्,VBF
30, भनेर,VBO
30, बताउनुभयो,VBX
30,।,YF
31,धेरै,JJ
31, लगानीकर्ता,NN
31,हरू,HRU
31,ले,PLE
31, सदस्य,NN
31,हरू,HRU
31,लाई,PLAI
31, तिनी,PP
31,हरू,HRU
31,को,PKO
31, खरीदबिक्री,NN
31,को,PKO
31, प्रतिवेदन,NN
31, एक,CD
31, महिना,NN
31,पछि,POP
31, होइन,VBX
31, तुरून्त,RBO
31, दिन,VBI
31, लगाउन,VBI
31, धितोपत्र,NN
31, तथा,CC
31, विनिमय,JJ
31, आयोग,NN
31,लाई,PLAI
31, अनुरोध,NN
31, गरेर,VBO
31, पत्र,NN
31, लेखे,VBF
31, ।,YF
32,तर,CC
32, श्री,NN
32, लेन,NNP
32,ले,PLE
32, धितोपत्र,NN
32, तथा,CC
32, विनिमय,JJ
32, आयोग,NN
32,ले,PLE
32, कस,QW
32,ले,PLE
32, प्रतिवेदन,NN
32, पेश,NN
32, गर्ने,VBNE
32, भनेर,VBO
32, नियमन,NN
32, गर्छ,VBF
32, भने,VBNE
32, कानुन,NN
32,ले,PLE
32, तिनी,PP
32,हरू,HRU
32,लाई,PLAI
32, सो,DUM
32, काम,NN
32, कहिले,RBO
32, गर्ने,VBI
32, बताउँछ,VBF
32, भनेर,VBO
32, भन्नुभयो,VBX
32,।,YF
33,आवश्यक,JJ
33, समयावधि,NN
33, परिवर्तन,NN
33, गर्न,VBI
33, चाहने,VBNE
33, लगानीकर्ता,NN
33,हरू,HRU
33,ले,PLE
33, कङ्ग्रेस,NN
33,मा,POP
33, आफ्ना,PPR
33, प्रतिनिधि,NN
33,हरू,HRU
33,लाई,PLAI
33, लेख्नुपर्दछ,VBF
33," ,",YM
33,  उहाँ,PP
33,ले,PLE
33, थप्नुभयो,VBX
33,।,YF
34,धितोपत्र,NN
34, तथा,CC
34, विनिमय,JJ
34, आयोग,NN
34, सदस्य,NN
34,हरू,HRU
34,लाई,PLAI
34, कारोबार,NN
34,को,PKO
34, प्रतिवेदन,NN
34, ठीक,JJ
34, समय,NN
34,मा,POP
34, पेश,NN
34, गर्न,VBI
34, बाध्य,JJ
34, पार्ने,VBNE
34, कानुन,NN
34,प्रति,POP
34, उत्तरदायी,JJ
34, बन्न,VBI
34, चाहन्छ,VBF
34," ,",YM
34, उहाँ,PP
34,ले,PLE
34, भन्नुभयो,VBX
34,।,YF
35,कलेज,NN
35,का,PKO
35, कर्मचारी,NN
35,हरू,HRU
35,का,PKO
35, लागि,POP
35, ८०,CD
35, बिलियन,CD
35, डलर,NNP
35,को,PKO
35, अनुगमन,NN
35, गर्ने,VBNE
35, राष्ट्र,NN
35,को,PKO
35, सब,JJ
35,भन्दा,VBO
35, ठूलो,JJM
35, निवृत्तिभरण,NN
35, कोष,NN
35,ले,PLE
35, आफ्ना,PPR
35, १.२,CD
35, मिलियन,CD
35, सहभागी,NN
35,हरू,HRU
35,लाई,PLAI
35, दुई,CD
35, नयाँ,JJ
35, लगानी,NN
35, विकल्प,NN
35,हरू,HRU
35, प्रस्ताव,NN
35, गर्ने,VBNE
35, योजना,NN
35, गरेको,VBKO
35, छ,VBX
35, ।,YF
36,द,NNP
36, टिचर्स,NNP
36, इन्सुरेन्स,NNP
36, एन्ड,CC
36, अन्युइटी,NNP
36, एसोसिएसन,NNP
36, -,YM
36, कलेज,NN
36, रिटायर्मन्ट,NN
36, इक्विटिज,NN
36, फन्ड,NN
36,ले,PLE
36, यस,DUM
36,ले,PLE
36, ``,YQ
36, सामाजिक,JJ
36, उत्तरदायी,JJ
36, ‘‘,YQ
36, कम्पनी,NN
36,हरू,HRU
36,मा,POP
36, लगानी,NN
36, गर्ने,VBNE
36, स्टक,NN
36, तथा,CC
36, बन्ड,NN
36, कोष,NN
36, र,CC
36, एउटा,CL
36, बन्ड,NN
36, कोष,NN
36,को,PKO
36, स्थापना,NN
36, गर्ने,VBNE
36, कुरा,NN
36, बतायो,VBF
36, ।,YF
37,धितोपत्र,NN
37, तथा,CC
37, विनिमय,JJ
37, आयोग,NN
37,को,PKO
37, अनुमोदन,NN
37, पश्चात,RBO
37, दुबै,JJ
37, कोष,NN
37,हरू,HRU
37, मार्च,NNP
37,को,PKO
37, १,CD
37, तिर,POP
37, सञ्‍‌चालन,NN
37,मा,POP
37, आउने,VBNE
37, अपेक्षा,NN
37, गरिएको,VBKO
37, छ,VBX
37, ।,YF
38,आफ्ना,PPR
38, कर्मचारी,NN
38,हरू,HRU
38,लाई,PLAI
38, यी,DUM
38, विकल्प,NN
38,हरू,HRU
38,मा,POP
38, सामेल,NN
38, गराउन,VBI
38, कलेज,NN
38,ले,PLE
38, पनि,RP
38, यो,DUM
38, योजना,NN
38,लाई,PLAI
38, अनुमोदन,NN
38, गर्नुपर्छ,VBF
38, ।,YF
39,"४,३००",CD
39, जति,JJ
39, संस्था,NN
39,हरू,HRU
39, निवृत्तिभरण,NN
39, कोष,NN
39,का,PKO
39, अङ्ग,NN
39, छन्,VBX
39, ।,YF
40,नयाँ,JJ
40, विकल्प,NN
40,ले,PLE
40, सहभागिता,NN
40,का,PKO
40, आफ्ना,PPR
40, कठोर,JJ
40, नियम,NN
40,हरू,HRU
40,लाई,PLAI
40, खुकुलो,JJM
40, पार्नु,VBI
40, पर्ने,VBNE
40, र,CC
40, लगानी,NN
40,का,PKO
40, धेरै,JJ
40, विकल्प,NN
40,हरू,HRU
40, उपलब्ध,JJ
40, गराउनु,VBI
40, पर्ने,VBNE
40, दबाव,NN
40,मा,POP
40, निवृत्तिभरण,NN
40, कोष,NN
40,ले,PLE
40, धितोपत्र,NN
40, तथा,CC
40, विनिमय,JJ
40, आयोग,NN
40,सँग,POP
40,  डिसेम्बर,NNP
40,मा,POP
40, गरेको,VBKO
40, सम्झौता,NN
40,को,PKO
40, अंश,NN
40,लाई,PLAI
40, व्यवहार,NN
40,मा,POP
40, ल्याउनेछ,VBF
40, ।,YF
41,नयाँ,JJ
41, ``,YQ
41, सामाजिक,JJ
41, चयन,NN
41, ‘‘,YQ
41, कोष,NN
41, दक्षिण,JJ
41, अफ्रिका,NNP
41," ,",YM
41, आणविक,JJ
41, शक्ति,NN
41, र,CC
41, केही,DUM
41, मामिला,NN
41,मा,POP
41, उत्तरी,JJ
41, आयरल्यान्ड,NNP
41,सँग,POP
41,  सम्बद्ध,JJ
41, कम्पनी,NN
41,हरू,HRU
41,को,PKO
41, धितोपत्र,NN
41,बाट,POP
41,  टाढा,JJ
41, रहनेछ,VBF
41, ।,YF
42,हतियार,NN
42, उत्पादन,NN
42," ,",YM
42, मादक,JJ
42, पेय,JJ
42, पदार्थ,NN
42, वा,CC
42, सुर्ती,NN
42,मा,POP
42, आधारित,JJ
42, ``,YQ
42, महत्वपूर्ण,JJ
42, ‘‘,YQ
42, व्यवसाय,NN
42, भएका,VBKO
42, कम्पनी,NN
42,हरू,HRU
42,मा,POP
42, पनि,RP
42, लगानी,NN
42, वर्जित,JJ
42, हुनेछ,VBF
43,कोष,NN
43,को,PKO
43, ६०,CD
43, प्रतिशत,NN
43, स्टक,NN
43,मा,POP
43, लगानी,NN
43, हुनेछ,VBF
43," ,",YM
43, र,CC
43, बाँकी,JJ
43, बन्ड,NN
43, अथवा,CC
43, अल्पकालिन,JJ
43, लगानी,NN
43,मा,POP
43, हुनेछ,VBF
43, ।,YF
43, बन्ड,JJ
43, कोष,NN
43,ले,PLE
43, बढी,JJ
43,मा,POP
43, १५,CD
43, %,SYM
43, विदेशी,JJ
43, धितोपत्र,NN
43,मा,POP
43,समेत,POP
43, गरेर,VBO
43, उच्‍‍च-कोटी,JJ
43, वा,CC
43, मध्यम-कोटी,JJ
43,का,PKO
43, बन्ड,NN
43,हरू,HRU
43," ,",YM
43, बन्धकी,JJ
43, वा,CC
43, धितो-समर्थित,JJ
43, धितोपत्र,NN
43,हरू,HRU
43,मा,POP
43, लगानी,NN
43, गर्नेछ,VBF
43, ।,YF
44,कोष,NN
44,ले,PLE
44, न्यूयोर्क,NNP
44, राज्य,NN
44, बिमा,NN
44, विभाग,NN
44,को,PKO
44, अनुमोदन,NN
44,मा,POP
44, भावी,NN
44, तथा,CC
44, विकल्प,NN
44, करार,NN
44,हरू,HRU
44, खरीदबिक्री,NN
44, गर्न,VBI
44, पनि,RP
44, सक्छ,VBF
44, ।,YF
45,दुई,CD
45, नयाँ,JJ
45, विशेषता,NN
45,हरू,HRU
45,अन्तर्गत,JJ
45, सहभागी,NN
45,हरू,HRU
45,ले,PLE
45, नयाँ,JJ
45, कोष,NN
45,बाट,POP
45,  अन्य,DUM
45, लगानी,NN
45, कोष,NN
45,हरू,HRU
45,मा,POP
