sentence,word,pos
5, चुरोट,NN
5, बनाउने,VBNE
5, लोएव्ज,NNP
5, कर्पोरेसन,NN
5,को,PKO
5, एकाइ,NN
5, लोरिलार्ड,NNP
5, इन्कर्पोरेटिड,NN
5,ले,PLE
5, १९५६,CD
5, मा,POP
5, यस,DUM
5,को,PKO
5, माइक्रोनाइट,NNP
5, चुरोट,NN
5, फिल्टर,NN
5,मा,POP
5, क्रोसिडोलाइट,NNP
5, प्रयोग,NN
5, गर्न,VBI
5, बन्द,JJ
5, गर्यो,VBF
5, ।,YF
6,प्रारम्भिक,JJ
6, निष्कर्ष,NN
6,हरू,HRU
6, एक,CD
6, वर्ष,NN
6,भन्दा,VBO
6, धेरै,JJ
6,अघि,POP
6, जानकारी,NN
6, गराइएको,VBKO
6, भए,VBO
6, तापनि,CS
6, समस्या,NN
6,को,PKO
6, बारे,POP
6,मा,POP
6, ताजा,JJ
6, ध्यानकार्षण,NN
6, गराउन,VBI
6, खोज्ने,VBNE
6, न्युइङ्ल्यान्ड,NNP
6, जर्नल,NN
6, अफ,NN
6, मेडिसिन,NN
6,को,PKO
6, आज,RBO
6,को,PKO
6, अङ्क,NN
6,मा,POP
6, पछिल्ला,JJM
6, नतिजा,NN
6,हरू,HRU
6,   प्रकाशित,JJ
6, भएको,VBKO
6, छ,VBX
6, ।,YF
7,लोरिलार्ड,NNP
7,की,PKO
7, प्रवक्ता,NN
7,ले,PLE
7, भन्‍नुभयो,VBX
7," ,",YM
7, ``,YQ
7, यो,DUM
7, एउटा,CL
7, पुरानो,JJM
7, कथा,NN
7, हो,VBX
7, ।,YF
8,हामी,PP
8, कसै,DUM
8,ले,PLE
8, अस्बेस्टस,NNP
8,मा,POP
8, आपत्तिजनक,JJ
8, गुण,NN
8, रहेको,VBKO
8, सुन्नु,VBI
8,भन्दा,VBO
8, अगाडि,RBO
8, वर्षौँ,NN
8, अघि,POP
8,को,PKO
8, बारेमा,POP
8, कुरा,NN
8, गरिरहेका,VBKO
8, छौँ,VBX
8, ।,YF
9,अहिले,RBO
9, हाम्रा,PP$
9, उत्पादन,NN
9,हरू,HRU
9,मा,POP
9, अस्बेस्टस,NNP
9, छैन,VBX
9, ।,YF
9, ‘‘,YQ
10,न,CS
10, लोरि,NNP
10,लार्ड,PLAI
10, न,CS
10, त,RP
10, कामदार,NN
10,हरू,HRU
10,का,PKO
10, बारे,POP
10,मा,POP
10, अनुसन्धान,NN
10, गरेका,VBKO
10, अनुसन्धाता,NN
10,हरू,HRU
10, नै,RP
10, केन्ट,NNP
10, चुरोट,NN
10, पिउने,VBNE
10,हरू,HRU
10,माथि,POP
10, भएका,VBKO
10, कुनै,DUM
10, अनुसन्धान,NN
10,को,PKO
10, जानकार,JJ
10, थिए,VBX
10, ।,YF
11,``,YQ
11, प्रयोगकर्ता,NN
11,हरू,HRU
11, जोखिम,NN
11,मा,POP
11, परेका,VBKO
11, हुन्,VBF
11, या,CC
11, होइनन्,VBX
11, भन्ने,VBO
11, बारे,POP
11,मा,POP
11, हामी,PP
11,सँग,POP
11, कुनै,DUM
11, उपयोगी,JJ
11, सूचना,NN
11, छैन,VBX
11," ,",YM
11, ‘‘,YQ
11, बोस्टन,NNP
11,को,PKO
11, डाना-फार्बर,NNP
11, क्यान्सर,NN
11, संस्था,NN
11,का,PKO
11, जेम्स,NNP
11, ए.,FB
11, टालकोट,NNP
11,ले,PLE
11, जानकारी,NN
11, गराए,VBF
11, ।,YF
12,डा.,FB
12, टालकोट,NNP
12,ले,PLE
12, राष्ट्रिय,JJ
12, क्यान्सर,NN
12, संस्था,NN
12, र,CC
12, हार्भर्ड,NNP
12, विश्‍वविद्यालय,NN
12, तथा,CC
12, बोस्टन,NNP
12, विश्‍वविद्यालयका,NN
12, मेडिकल,NN
12, स्कुल,NN
12,का,PKO
12, अनुसन्धाता,NN
12,हरू,HRU
12,को,PKO
12, समूह,NN
12,लाई,PLAI
12, नेतृत्व,NN
12, दिए,VBF
12, ।,YF
13,लोरिलार्ड,NNP
13,की,PKO
13, प्रवक्ता,NN
13,ले,PLE
13, बताइन्,VBF
13, १९५०,CD
13, को,PKO
13, दशक,NN
13,को,PKO
13, सुरु,NN
13,तिर,POP
13, फिल्टर,NN
13,को,PKO
13, लागि,POP
13, कागत,NN
13, बनाउन,VBI
13, ``,YQ
13, एकदम,RBO
13, हलुका,JJM
13, मात्रा,NN
13, ‘‘,YQ
13, मा,POP
13, अस्बेस्टस,NNP
13,को,PKO
13, प्रयोग,NN
13, गरिन्थ्यो,VBF
13, र,CC
13, १९५६,CD
13, मा,POP
13, बेग्लै,JJ
13, प्रकार,NN
13,को,PKO
13, फिल्टर,NN
13,द्वारा,POP
13, प्रतिस्थापन,NN
13, गरियो,VBF
13, ।,YF
14,१९५३,CD
14, देखि,POP
14, १९५५,CD
14, सम्म,POP
14,मा,POP
14, फिल्टर,NN
14, सहित,POP
14,का,PKO
14, ९.८,CD
14, बिलियन,CD
14, केन्ट,NNP
14, चुरोट,NN
14,हरू,HRU
14, बिक्री,NN
14, भएका,VBKO
14, थिए,VBX
14," ,",YM
14, कम्पनी,NN
14,ले,PLE
14, बतायो,VBF
14, ।,YF
15,त्यस,DUM
15, पदार्थ,NN
15,को,PKO
15, नजिकै,RBO
15, रहेर,VBO
15, काम,NN
15, गर्ने,VBNE
15, ३३,CD
15, जना,CL
15,मध्ये,POP
15, २८,CD
15, जना,CL
15, --,YM
15, अनुमानित,JJ
15, सङ्ख्या,NN
15,भन्दा,VBO
15, तीन,CD
15, गुणा,NN
15, बढी,JJ
15, --,YM
15, मरिसकेका,VBKO
15, छन्,VBX
15, ।,YF
16,बाँचेका,VBKO
16, पाँच,CD
16, कामदार,NN
16,हरू,HRU
16,मध्ये,POP
16, हालै,RBO
16, क्यान्सर,NN
16,को,PKO
16, निदान,NN
16, भएका,VBKO
16, तीन,CD
16,जना,CL
16,समेत,POP
16, चार,CD
16,जना,CL
16,लाई,PLAI
16, अस्बेस्टोस,NNP
16,सम्बन्धी,JJ
16, रोग,NN
16, लागेको,VBKO
16, छ,VBX
16, ।,YF
17,घातक,JJ
17, मेसोथेलियो,NNP
17,मा,POP
17," ,",YM
17, फोक्सो,NN
17,को,PKO
17, क्यान्सर,NN
17, र,CC
17, अस्बेटोसिस,NNP
17,बाट,POP
17, मर्ने,VBNE
17, कुल,JJ
17, १८,CD
17, जना,CL
17, सोचे,VBO
17,भन्दा,VBO
17, धेरै,JJ
17, थियो,VBX
17," ,",YM
17, अनुसन्धाता,NN
17,हरू,HRU
17,ले,PLE
17, बताए,VBF
17, ।,YF
18,``,YQ
18,हामी,PP
18,मध्ये,POP
18, अस्बेस्टोस,NNP
18,सम्बन्धी,JJ
18, रोग,NN
18,को,PKO
18, अध्ययन,NN
18, गर्ने,VBNE
18,हरू,HRU
18, बीच,POP
18, यो,DUM
18, मृत्युदर,NN
18,  एउटा,CL
18, उल्लेखनीय,JJ
18, खोजी,NN
18, हो,VBX
18," ,",YM
18, ‘‘,YQ
18,  डा.,FB
18, टालकोट,NNP
18,ले,PLE
18, भन्‍नुभयो,VBX
18, ।,YF
19,पश्‍चिमी,JJ
19, औद्योगिक,JJ
19, राष्ट्र,NN
19,हरू,HRU
19,मा,POP
19, अध्ययन,NN
19, गरिएका,VBKO
19, कुनै,DUM
19, पनि,RP
19, अस्बेस्टस,NNP
19, कामदार,NN
19,हरू,HRU
19,मध्ये,POP
19, फोक्सो,NN
19,को,PKO
19, क्यान्सर,NNP
19,ले,PLE
19, मृत्यु,NN
19, हुने,VBNE
19,हरू,HRU
19,को,PKO
19, प्रतिशत,NN
19, पश्‍चिम,NN
19, ग्रोटोन,NNP
19," ,",YM
19, मासाचुसेट्स,NNP
19,को,PKO
19, कागत,NN
19, कारखाना,NN
19,का,PKO
19, कामदार,NN
19,हरू,HRU
19,मा,POP
19, सब,JJ
19,भन्दा,VBO
19, बढी,JJ
19, देखिन्छ,VBF
19," ,",YM
19, उहाँ,PP
19,ले,PLE
19, भन्‍नुभयो,VBX
19, ।,YF
20,होलिङ्सवोर्थ,NNP
20, एन्ड,CC
20, भोस,NNP
20, कम्पनी,NN
20,को,PKO
20, स्वामित्व,NN
20, रहेको,VBKO
20, यो,DUM
20, कारखाना,NN
20, लोरिलार्ड,NNP
20,सँग,POP
20, चुरोट,NN
20,को,PKO
20, फिल्टर,NN
20, बनाउने,VBNE
20, करार,NN
20,अन्तर्गत,POP
20, थियो,VBX
20, ।,YF
21,खोज,NN
21,ले,PLE
21, सम्भवतः,RBO
21, तिनी,PP
21, हरू,HRU
21,लाई,PLAI
21,समर्थन,NN
21, गर्ने,VBNE
21,छ,VBX
21, जो,CS
21, संयुक्त,JJ
21, राज्य,NN
21, अमेरिका,NNP
21,ले,PLE
21, धेरैजसो,RBO
21, स्कुल,NN
21, र,CC
21, अन्य,DUM
21, भवन,NN
21,हरू,HRU
21,मा,POP
21, फेला,NN
21, परेका,VBKO
21, क्रिसोटाइल,NNP
21, जस्ता,JJM
21, सामान्य,JJ
21, प्रकार,NN
21,का,PKO
21, अस्बेस्टस,NNP
21,लाई,PLAI
21,भन्दा,VBO
21, अत्यधिक,JJ
21, मात्रा,NN
21,मा,POP
21, क्रोसिडोलाइट,NNP
21, रहेका,VBKO
21, अस्बेस्टस,NNP
21,को,PKO
21, वर्ग,NN
21,लाई,PLAI
21,नियन्त्रण,NN
21, गर्नु,VBI
21,पर्छ,VBF
21, भनेर,VBO
21, तर्क,NN
21, गर्दछन्,VBF
21," ,",YM
21, डा.,FB
21, टाल्कोट,NNP
21,ले,PLE
21, भन्नुभयो,VBX
21, ।,YF
22,भर्मन्ट,NNP
22, विश्‍वविद्यालय,NN
22, कलेज,NN
22, अफ,NN
22, मेडिसिन,NN
22,का,PKO
22, रोगनिदानविज्ञान,NN
22,का,PKO
22, प्राध्यापक,NN
22, ब्रोक,NNP
22, टी.,FB
22, मोसम्यान,NNP
22,का,PKO
22, अनुसार,POP
22, अमेरिका,NNP
22, एम्फोबाइल्ज,NNP
22,को,PKO
22, रूप,NN
22,मा,POP
22, वर्गीकरण,NN
22, गरिएका,VBKO
22, क्रोसिडोलाइट,NNP
22, जस्ता,JJM
22, मिहीन,JJ
22, र,CC
22, सियोझैँ,NN
22, मसिना,JJM
22, रेशा,NN
22,हरू,HRU
22,को,PKO
22, लागि,POP
22, नियन्त्रण,NN
22,को,PKO
22, उच्च,JJD
22, स्तर,NN
22,को,PKO
22, मापदण्ड,NN
22, नभएका,VBKO
22, केही,DUM
22, औद्योगिकृत,JJ
22, राष्ट्र,NN
22,हरू,HRU
22,मध्ये,POP
22,को,PKO
22, एक,CD
22, हो,VBX
22, ।,YF
23,एकदम,RBO
23, सामान्य,JJ
23, क्रिसोटाइल,NNP
23, रेशा,NN
23,हरू,HRU
23, घुम्रेका,VBKO
23, हुन्छन्,VBF
23, र,CC
23, शरीर,NN
23,ले,PLE
23, सजिलै,JJM
23, अस्वीकार,NN
23, गर्दछ,VBX
23," ,",YM
23, डा.,FB
23, मोसम्यान,NNP
23,ले,PLE
23, प्रष्ट,JJ
23, पार्नुभयो,VBX
23, ।,YF
24,जुलाइ,NNP
24,मा,POP
24, वातावरणीय,JJ
24, सुरक्षा,NN
24, निकाय,NN
24,ले,PLE
24, अस्बेस्टस,NNP
24,को,PKO
24, झन्डै,RBO
24, सबै,JJ
24, प्रयोग,NN
24,हरू,HRU
24,मा,POP
24, क्रमिक,JJ
24, निषेध,NN
24, लागू,NN
24, गर्‍यो,VBF
24, ।,YF
26,१९९७,CD
26, देखि,POP
26, क्यान्सर,NNP
26, उत्पन्न,NN
26, गराउने,VBNE
26, अस्बेस्टस,NNP
26,को,PKO
26, प्रायः,RBO
26, सबै,JJ
26, बाँकी,NN
26, प्रयोग,NN
26,हरू,HRU
26, प्रतिबन्धित,JJ
26, गरिनेछ,VBF
26, ।,YF
27,केन्ट,NNP
27, फिल्टर,NN
27,को,PKO
27, लागि,POP
27, कागत,NN
27, बनाउने,VBNE
27, कारखाना,NN
27,का,PKO
27, करिब,RBO
27, १६०,CD
27, कामदार,NN
27,हरू,HRU
27, १९५०,CD
27, को,PKO
27, दशक,NN
27,मा,POP
27, अस्बेस्टस,NNP
27,को,PKO
27, सम्पर्क,NN
27,मा,POP
27, रहेका,VBKO
27, थिए,VBX
27, ।,YF
28,कारखाना,NN
28,का,PKO
28, क्रोसिडोलाइट,NNP
28, प्रयोग,NN
28, गरिएका,VBKO
28, क्षेत्र,NN
28,हरू,HRU
28, विशेष,JJ
28, रूप,NN
28,ले,PLE
28, धुलाम्मे,JJ
28, थिए,VBX
28, ।,YF
29,कामदार,NN
29,हरू,HRU
29,ले,PLE
29, आयात,NN
29, गरिएका,VBKO
29, सामग्री,NN
29,को,PKO
29, ठूला,JJM
29, जुट,NN
29,का,PKO
29, थैला,NN
29,हरू,HRU
29,लाई,PLAI
29, एउटा,CL
29, ठूलो,JJM
29, कन्टेनर,NN
29,मा,POP
29, घोप्ट्याए,VBF
29," ,",YM
29, कपास,NN
29, र,CC
29, यासिटेट,NN
29,का,PKO
29, रेशा,NN
29,हरू,HRU
29, खन्याए,VBF
29, र,CC
29, सुख्खा,JJ
29, रेशा,NN
29,हरू,HRU
29,लाई,PLAI
29, फिल्टर,NN
29, बनाउन,VBI
29, प्रयोग,NN
29, गरिने,VBNE
29, बिधि,NN
29,अनुसार,POP
29, यान्त्रिक,JJ
29, रूप,NN
29,मा,POP
29, मिसाए,VBF
29, ।,YF
30,कामदार,NN
30,हरू,HRU
30,ले,PLE
30, कारखाना,NN
30,को,PKO
30, केही,DUM
30, भाग,NN
30,मा,POP
30, संवातक,JJ
30, पङ्खा,NN
30,हरू,HRU
30,ले,PLE
30, वायुसञ्चार,NN
30, गराउँदा,VBO
30, गराउँदै,VBO
30, पनि,RP
30, थुप्रिरहेका,VBKO
30, ``,YQ
30, नीलो,JJM
30, धूलो,NN
30,को,PKO
30, बादल,NN
30, ‘‘,YQ
30, को,PKO
30, वर्णन,NN
30, गरे,VBF
30, ।,YF
31,``,YQ
31, केही,DUM
31, कामदार,NN
31, र,CC
31, प्रबन्धक,NN
31,हरू,HRU
31,लाई,PLAI
31, अस्बेस्टस,NNP
31,सँग,POP
31, सम्बन्धित,JJ
31, रोग,NN
31, लाग्यो,VBF
31, भन्ने,VBNE
31, कुनै,DUM
31, प्रश्‍नै,NN
31, आउँदैन,VBF
31," ,",YM
31, ‘‘,YQ
31, होलिङ्ज्वर्थ,NNP
31, एण्ड,CC
31, भोस,NNP
31,का,PKO
31, लागि,POP
31, मानव,NN
31, संसाधन,NN
31,का,PKO
31, उपाध्यक्ष,NN
31, डारेल,NNP
31, फिलिप्स,NNP
31,ले,PLE
31, भन्‍नुभयो,VBX
31, ।,YF
32,``,YQ
32, तर,CC
32, तपाईँ,PP
32,ले,PLE
32, यी,DUM
32, घटना,NN
32,हरू,HRU
32, ३५,CD
32, वर्ष,NN
32,अगाडि,POP
32, घटेका,VBKO
32, थिए,VBX
32, भन्ने,VBNE
32, स्वीकार्नु,VBI
32, जरूरी,JJ
32, छ,VBX
32, ।,YF
33,यस,DUM
33,को,PKO
33, आज,RBO
33, हाम्रो,PP$
33, श्रमसमुह,NN
33,सँग,POP
33, कुनै,DUM
33, सरोकार,NN
33, छैन,VBX
33, ।,YF
34,विभागीय,JJ
34, प्रबन्धक,NN
34,हरू,HRU
34,ले,PLE
34, अनुमान,NN
34, गरेको,VBKO
34, व्याजदर,NN
34, मा,POP
34, अझ,RBO
34, गिरावट,NN
34,को,PKO
34, सम्भावना,NN
34,बीच,POP
34, मुद्रा-बजार,NN
34, साझा,JJ
34, कोष,NN
34,को,PKO
34, प्रतिफल,NN
34, खस्किने,VBNE
34, क्रम,NN
34, जारी,NN
34, रह्यो,VBF
34, ।,YF
35,आइबिसि,NNP
35,को,PKO
35, मुद्रा,NN
35, कोष,NN
35, प्रतिवेदन,NN
35,द्वारा,POP
35, अनुसन्धान,NN
35, गरिएको,VBKO
35, ४००,CD
35, करयोग्य,JJ
35, कोष,NN
35,को,PKO
35, सात,CD
35, दिन,NN
35,को,PKO
35, औसत,JJ
35, मिश्रित,JJ
35, प्रतिफल,NN
35, मङ्गलबार,NNP
35, समाप्त,JJ
35, भएको,VBKO
35, हप्ता,NN
35, ८.४७,CD
35, %,SYM
35, बाट,POP
35, प्रतिशत,NN
35, अङ्क,NN
35,को,PKO
35, एक,CD
35, खण्ड,NN
35, घटेर,VBO
35, ८.४५,CD
35, %,SYM
35, मा,POP
35, झर्यो,VBF
35, ।,YF
36,मिश्रित,JJ
36, प्रतिफल,NN
36,ले,PLE
36, लाभांश,NN
36,को,PKO
36, पुन:,RBO
36, लगानी,NN
36, र,CC
36, वर्तमान,NN
36, प्रतिफल,NN
36, एक,CD
36, वर्ष,NN
36,सम्म,POP
36, जारी,NN
36, रहन्छ,VBF
36, भनेर,VBO
36, स्वीकार्दछ,VBF
36, ।,YF
37,डोनोगु,NNP
37,का,PKO
37, अनुसार,POP
37, कोष,NN
37,को,PKO
37, लगानी,NN
37,को,NN
37, औसत,JJ
37, भुक्तान,NN
37, अवधि,NN
37, एक,CD
37, दिन,NN
37,ले,PLE
37, बढेर,VBO
37, अगस्ट,NNP
37,को,PKO
37, सुरु,NN
37,देखि,POP
37,को,PKO
37, सब,JJ
37,भन्दा,VBO
37, लामो,JJM
37, ४१,CD
37, दिन,NN
37,को,PKO
37, पुग्यो,VBF
37,  ।,YF
38,लामा,JJM
38, भुक्तान,NN
38, अवधि,NN
38,ले,PLE
38, गिर्दो,VBO
38, व्याजदर,NN
38,लाई,PLAI
38, सङ्केत,NN
38, गर्दछन्,VBF
38, भनेर,VBO
38, ठानिन्छ,VBF
38, किनभने,CS
38, तिनी,PP
38, हरू,HRU
38,ले,PLE
38, विभागीय,JJ
38, प्रबन्धक,NN
38,हरू,HRU
38,लाई,PLAI
38, लामो,JJM
38, अवधि,NN
38,को,PKO
38, लागि,POP
38, सापेक्षिक,JJ
38, रूप,NN
38,मा,POP
38, उच्‍चदर,NN
38, हरू,HRU
38, कायम,JJ
38, राख्‍‌न,VBI
38, अनुमति,NN
38, दिन्छन्,VBF
38, ।,YF
39,छोटा,JJM
39, भुक्तान,NN
39, अवधि,NN
39,हरू,HRU
39,लाई,PLAI
39, बढ्दो,VBO
39, दर,NN
39,को,PKO
39, सङ्केत,NN
39,को,PKO
39, रूप,NN
39,मा,POP
39, लिइन्छ,VBF
39, किनभने,CS
39, विभागीय,JJ
39, प्रबन्धक,NN
39,हरू,HRU
39, उच्‍च,JJD
39, दर,NN
39,हरू,HRU
39, चाँडै,RBO
39, समात्न,VBI
39, सक्छन्,VBF
39, ।,YF
40,संस्था,NN
40,हरू,HRU
40,का,PKO
40, लागि,POP
40, मात्र,RP
40, खुल्ला,JJ
40, कोष,NN
40,को,PKO
40, औसत,JJ
40, भुक्तान,NN
40, अवधि,NN
40," ,",YM
40, जस,CS
40,लाई,PLAI
40,केही,DUM
40,ले,PLE
40, बलियो,JJM
40, सूचक,NN
40,को,PKO
40, रूप,NN
40,मा,POP
40, लिएका,VBKO
40, हुन्छन्,VBF
40, किनभने,CS
40, ती,DUM
40, प्रबन्धक,NN
40,हरू,HRU
40, बजार,NN
40,लाई,PLAI
40,नजिक,RBO
40,बाट,POP
40, नियालिरहेका,VBKO
40, हुन्छन्,VBF
40," ,",YM
40, यस,DUM
40, वर्ष,NN
40,को,PKO
40, उच्च,JJD
40, विन्दु,NN
40, --,YM
40, ३३,CD
40, दिन,NN
40, --,YM
40, मा,POP
40, पुग्यो,VBF
40,  ।,YF
41,तथापि,CS
41,",",YM
41, मुद्रा,NN
41, कोष,NN
41, प्रतिवेदन,NN
41,का,PKO
41, सम्पादक,NN
41, ब्रेन्डा,NNP
41, मालिजिया,NNP
41, निगस,NNP
41,ले,PLE
41, भन्‍नुभयो,VBX
41," ,",YM
41, अल्पकालिन,JJ
41, व्याजदर,NN
41, मा,POP
41, हालै,RBO
41,को,PKO
41, वृद्धि,NN
41,को,PKO
41, कारण,NN
41,ले,PLE
41, प्रतिफल,NN
41,  ``,YQ
41, घट्नु,VBI
41,भन्दा,VBO
41, पहिले,RBO
41, फेरि,RBO
41, बढ्न,VBI
41, सक्छ,VBF
41, ।,YF
41, ‘‘,YQ
42,उदाहरण,NN
42,को,PKO
42, लागि,POP
42," ,",YM
42, सोमबार,NNP
42,को,PKO
42, लिलाम,NN
42,मा,POP
42, बिक्री,NN
42, भएको,VBKO
42, ६,CD
42, महिने,JJ
42, सरकारी,JJ
42, ऋणपत्र,NN
42,को,PKO
42, प्रतिफल,NN
42, ७.९०,CD
42, %,SYM
42, बाट,POP
42, ८.०४ %,SYM
42, मा,POP
42, वृद्धि,NN
42, भयो,VBF
42, ।,YF
43,प्रतिफल,NN
43,मा,POP
43, हालै,RBO
43,को,PKO
43, ह्रास,NN
43,को,POP
43, बाबजुद,RBO
43, लगानीकर्ता,NN
43,हरू,HRU
43,ले,PLE
43, मुद्रा,NN
43, कोष,NN
43,मा,POP
43, पैसा,NN
43, खन्याइरहेका,VBKO
43, छन्,VBX
43, ।,YF
44,पछिल्लो,JJM
44, हप्ता,NN
44,भर,POP
44,मा,POP
44, ४००,CD
44, करयोग्य,JJ
44, कोष,NN
44,हरू,HRU
44,को,PKO
44, सम्पत्ति,NN
44, १.५,CD
44, बिलियन,CD
44, डलर,NNP
44, बढेर,VBO
44, ३५२.७,CD
44, बिलियन,CD
44, डलर,NNP
44, पुग्यो,VBF
44,  ।,YF
45,प्रायःजसो,RBO
45, मुद्रा,NN
45, कोष,NN
45, प्रतिफल,NN
45,ले,PLE
45, तुलनीय,JJ
45, अल्पकालिन,JJ
45, लगानी,NN
45,हरू,HRU
45,लाई,PLAI
45, पछाडि,RBO
45, पार्छन्,VBF
45, किनभने,CS
45, विभागीय,JJ
45, प्रबन्धक,NN
45,हरू,HRU
45, भुक्तान,NN
45, अवधि,NN
45, फरक,JJ
45, फरक,JJ
45, गर्न,VBI
45, सक्छन्,VBF
45, र,CC
45, उच्‍चतम,JJD
45, दर,NN
45,को,PKO
45, पछि,POP
45, लाग्छन्,VBF
45, ।,YF
46,ठूला,JJM
46, मुद्रा,NN
46, कोष,NN
46,हरू,HRU
46,ले,PLE
46, अहिले,RBO
46, ९,CD
46, %,SYM
46, भन्दा,VBO
46, बढी,JJ
46, नै,RP
46, प्रतिफल,NN
46, प्राप्त,JJ
46, गरिरहेका,VBKO
46, छन्,VBX
46, ।,YF
47,उच्‍च,JJD
47, प्रतिफल,NN
47, प्राप्त,JJ
47, गर्ने,VBNE
47, कोष,NN
47, ड्रेफस,NNP
47, वर्ल्डवाइड,NN
47, डलर,NNP
47,को,PKO
47, सात-दिने,JJ
47, मिश्रित,JJ
47, प्रतिफल,NN
47, पछिल्लो,JJM
47, हप्ता,NN
47, एक,CD
47, हप्ता,NN
47,अगाडि,POP
47,को,PKO
47, ९.४५,CC
47, %,SYM
47, बाट,POP
47, घटेर,VBO
47, ९.३७,CD
47, %,SYM
47, रह्यो,VBF
47, ।,YF
48,यस,DUM
48,ले,PLE
48, समुद्रपार,NN
48, डलर,NNP
48, मूल्य,NN
48,को,PKO
48, धितोपत्र,NN
48,मा,POP
48, ठूलो,JJM
48, परिमाण,NN
48,मा,POP
48, लगानी,NN
48, गर्दछ,VBX
48, र,CC
48, अहिले,RBO
48, यस,DUM
48,ले,PLE
48, व्यवस्थापन,NN
48, शुल्क,NN
48,हरू,HRU
48,लाई,PLAI
48, छुट,NN
48, दिइरहेको,VBKO
48, छ,VBX
48," ,",YM
48, जस,CS
48,ले,PLE
48, यस,DUM
48,को,PKO
48, प्रतिफल,NN
48,लाई,PLAI
48, बढाउँछ,VBF
48, ।,YF
49,४००,CD
49, कोष,NN
49,हरू,HRU
49,को,PKO
49, औसत,JJ
49, सात,CD
49, दिन,NN
49,को,PKO
49, सामान्य,JJ
49, प्रतिफल,NN
49, ८.१४,CD
49, %,SYM
49, बाट,POP
49, झरेर,VBO
49, ८.१२,CD
49, %,SYM
49, थियो,VBX
49, ।,YF
50,३०,CD
50, दिन,NN
50,को,PKO
50, सामान्य,JJ
50, प्रतिफल,NN
50, औसत,JJ
50, ८.२२,CD
50, %,SYM
50, बाट,POP
50, ८.१९,CD
50, %,SYM
50, मा,POP
50, झर्यो,VBF
50, ;,YM
50, ३०,CD
50, दिन,NN
50,को,PKO
50, मिश्रित,JJ
50, प्रतिफल,NN
50, औसत,JJ
50, ८.५६,CD
50, %,SYM
50, बाट,POP
50, ८.५३,CD
50, %,SYM
50, मा,POP
50, खस्क्यो,VBF
50, ।,YF
51,यस,DUM
51, शक्ति-सेवा,NN
51, कम्पनी,NN
51,को,PKO
51, ८३.४,CD
51, %,SYM
51, लगानी,NN
